type,out_file,src_image,src_ann,xmin,ymin,xmax,ymax,note
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_09h46m36s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_09h46m36s.jpg,,32,49,96,177,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_09h46m36s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_09h46m36s.jpg,,14,245,78,373,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_09h46m36s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_09h46m36s.jpg,,221,12,285,140,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_09h46m36s_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_09h46m36s.jpg,,303,171,367,299,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_09h47m16s_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_09h47m16s.jpg,,128,126,192,254,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_09h47m16s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_09h47m16s.jpg,,55,242,119,370,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_09h47m16s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_09h47m16s.jpg,,122,174,186,302,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_09h47m16s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_09h47m16s.jpg,,27,170,91,298,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_09h47m16s_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_09h47m16s.jpg,,266,121,330,249,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_09h52m31s_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_09h52m31s.jpg,,74,307,138,435,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_09h52m31s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_09h52m31s.jpg,,449,48,513,176,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_09h52m31s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_09h52m31s.jpg,,457,296,521,424,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_09h52m31s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_09h52m31s.jpg,,127,43,191,171,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_09h52m31s_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_09h52m31s.jpg,,62,17,126,145,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_11h50m44s_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_11h50m44s.jpg,,193,320,257,448,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_11h50m44s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_11h50m44s.jpg,,355,66,419,194,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_11h50m44s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_11h50m44s.jpg,,400,130,464,258,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_11h50m44s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_11h50m44s.jpg,,31,452,95,580,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_11h50m44s_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_11h50m44s.jpg,,28,308,92,436,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h09m34s_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h09m34s.jpg,,442,33,506,161,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h09m34s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h09m34s.jpg,,104,346,168,474,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h09m34s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h09m34s.jpg,,57,286,121,414,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h09m34s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h09m34s.jpg,,53,150,117,278,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h09m34s_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h09m34s.jpg,,390,205,454,333,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h10m14s_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h10m14s.jpg,,49,420,113,548,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h10m14s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h10m14s.jpg,,119,10,183,138,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h10m14s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h10m14s.jpg,,232,393,296,521,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h10m14s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h10m14s.jpg,,237,438,301,566,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h10m14s_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h10m14s.jpg,,317,103,381,231,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h14m40s_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h14m40s.jpg,,347,333,411,461,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h14m40s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h14m40s.jpg,,26,232,90,360,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h14m40s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h14m40s.jpg,,529,168,593,296,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h14m40s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h14m40s.jpg,,197,55,261,183,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h14m40s_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h14m40s.jpg,,105,6,169,134,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h15m40s_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h15m40s.jpg,,69,303,133,431,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h15m40s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h15m40s.jpg,,198,293,262,421,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h15m40s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h15m40s.jpg,,129,326,193,454,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h15m40s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h15m40s.jpg,,521,131,585,259,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h15m40s_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h15m40s.jpg,,363,215,427,343,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h19m04s_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h19m04s.jpg,,492,317,556,445,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h19m04s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h19m04s.jpg,,455,95,519,223,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h19m04s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h19m04s.jpg,,248,70,312,198,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h19m04s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h19m04s.jpg,,45,30,109,158,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h19m04s_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h19m04s.jpg,,130,159,194,287,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h19m31s_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h19m31s.jpg,,446,262,510,390,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h19m31s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h19m31s.jpg,,366,159,430,287,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h19m31s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h19m31s.jpg,,554,74,618,202,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h19m31s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h19m31s.jpg,,150,240,214,368,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h19m31s_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h19m31s.jpg,,316,308,380,436,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h50m08s_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h50m08s.jpg,,351,149,415,277,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h50m08s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h50m08s.jpg,,377,4,441,132,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h50m08s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h50m08s.jpg,,530,300,594,428,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h50m08s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h50m08s.jpg,,148,29,212,157,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_12h50m08s_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_12h50m08s.jpg,,243,259,307,387,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_14h04m12s_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_14h04m12s.jpg,,419,55,483,183,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_14h04m12s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_14h04m12s.jpg,,216,352,280,480,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_14h04m12s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_14h04m12s.jpg,,100,205,164,333,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_14h04m12s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_14h04m12s.jpg,,327,206,391,334,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_14h04m12s_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_14h04m12s.jpg,,402,70,466,198,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_16h38m42s_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_16h38m42s.jpg,,349,96,413,224,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_16h38m42s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_16h38m42s.jpg,,487,355,551,483,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_16h38m42s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_16h38m42s.jpg,,478,307,542,435,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_16h38m42s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_16h38m42s.jpg,,339,296,403,424,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_16h38m42s_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_16h38m42s.jpg,,579,171,643,299,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_16h40m14s_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_16h40m14s.jpg,,306,214,370,342,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_16h40m14s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_16h40m14s.jpg,,336,83,400,211,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_16h40m14s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_16h40m14s.jpg,,107,232,171,360,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_16h40m14s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_16h40m14s.jpg,,43,253,107,381,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_16h40m14s_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_16h40m14s.jpg,,224,1,288,129,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_17h07m29s_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_17h07m29s.jpg,,228,354,292,482,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_17h07m29s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_17h07m29s.jpg,,235,238,299,366,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_17h07m29s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_17h07m29s.jpg,,218,122,282,250,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_17h07m29s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_17h07m29s.jpg,,492,169,556,297,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_17h07m29s_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_17h07m29s.jpg,,384,105,448,233,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_17h08m36s_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_17h08m36s.jpg,,204,188,268,316,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_17h08m36s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_17h08m36s.jpg,,422,6,486,134,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_17h08m36s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_17h08m36s.jpg,,185,10,249,138,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_17h08m36s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_17h08m36s.jpg,,37,366,101,494,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_17h08m36s_neg05.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_17h08m36s.jpg,,15,117,79,245,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_18h39m09s_neg01.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_18h39m09s.jpg,,145,148,209,276,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_18h39m09s_neg02.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_18h39m09s.jpg,,450,99,514,227,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_18h39m09s_neg03.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_18h39m09s.jpg,,368,22,432,150,grad_min=0.0
neg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\baseline_work\prepared\neg\D2004-08-22_18h39m09s_neg04.jpg,C:\Users\Lütfullah\OneDrive\Desktop\HOG+SVM_PROJESI\data\INRIA_raw\Train\neg\D2004-08-22_18h39m09s.jpg,,30,101,94,229,grad_min=0.0
